       1      12   32.609788718   35.223494469
 -0.000000000  0.250000000  0.500000000      12
       1       1  -39.347067596  -49.508417021
       1       2  -18.615643701  -24.448038998
       1       3   -2.034415378   -5.773878294
       1       4   -0.838085887   -4.391986140
       1       5   -0.302525263   -3.794681424
       1       6   12.778871012   15.004904957
       1       7   15.599050172   18.045855916
       1       8   18.465280328   20.952553184
       1       9   19.275940497   21.998971387
       1      10   23.715690195   26.147735638
       1      11   32.536889246   35.187527488
       1      12   33.251485236   35.840374004
 -0.000000000  0.250000000  0.750000000      12
       1       1  -39.356067384  -49.496381310
       1       2  -18.720679932  -24.564762155
       1       3   -1.523840930   -5.211311187
       1       4   -1.002494832   -4.580032458
       1       5    0.077242492   -3.352115882
       1       6   11.913849545   14.067507603
       1       7   15.558624594   17.952157071
       1       8   19.166566432   21.779818842
       1       9   19.170775183   21.807791681
       1      10   28.615372338   30.877105603
       1      11   28.654244604   31.291035799
       1      12   28.701957985   31.123308909
  0.000000000  0.500000000  0.000000000      12
       1       1  -39.355087713  -49.566233292
       1       2  -18.747111601  -24.589716916
       1       3   -2.172935078   -5.989789604
       1       4    0.094871865   -3.336641336
       1       5    0.094876010   -3.336637191
       1       6   10.627234287   12.580653683
       1       7   16.470241361   19.156138035
       1       8   18.619328715   21.124961496
       1       9   18.619330283   21.124963065
       1      10   30.059406478   32.443973549
       1      11   30.557349882   33.213464937
       1      12   30.557352943   33.213467998
  0.000000000  0.500000000  0.250000000      12
       1       1  -39.347067594  -49.508424509
       1       2  -18.615643752  -24.445522029
       1       3   -2.034413979   -5.773752679
       1       4   -0.838087185   -4.392077385
       1       5   -0.302525228   -3.794651699
       1       6   12.778870256   15.005051681
       1       7   15.599050734   18.045642320
       1       8   18.465280356   20.952557422
       1       9   19.275940096   21.999151688
       1      10   23.715690217   26.147489541
       1      11   32.536890207   35.187604121
       1      12   33.251486409   35.840330011
  0.000000000  0.500000000  0.500000000      12
       1       1  -39.338882540  -49.491464485
       1       2  -18.478966610  -24.286238931
       1       3   -2.676757664   -6.467688114
       1       4   -0.670380015   -4.223910076
       1       5   -0.670376198   -4.223906259
       1       6   14.561073198   17.234671155
       1       7   16.317733782   18.153932738
       1       8   17.234827358   19.506032838
       1       9   19.860948008   22.785429739
       1      10   19.860949510   22.785431241
       1      11   32.944728439   35.615997556
       1      12   37.921072228   40.745466016
 -0.000000000  0.500000000  0.750000000      12
       1       1  -39.347067594  -49.507662637
       1       2  -18.615643752  -24.446271180
       1       3   -2.034413979   -5.776644498
       1       4   -0.838087185   -4.397766440
       1       5   -0.302525228   -3.796403391
       1       6   12.778870256   15.014693469
       1       7   15.599050734   18.045353967
       1       8   18.465280355   20.956398046
       1       9   19.275940097   22.003459424
       1      10   23.715690217   26.146499830
       1      11   32.536890207   35.187674211
       1      12   33.251486408   35.837909159
  0.000000000  0.750000000  0.000000000      12
       1       1  -39.387180749  -49.503429689
       1       2  -18.967689527  -24.846658004
       1       3   -1.038334731   -4.643103740
       1       4    0.196483781   -3.205323333
       1       5    0.196487913   -3.205319202
       1       6   10.205594924   12.163562903
       1       7   17.692183211   20.087614621
       1       8   20.240320795   22.840074595
       1       9   20.240322360   22.840076160
       1      10   26.635839863   29.162289250
       1      11   27.212404896   29.584284872
       1      12   27.212406718   29.584286694
  0.000000000  0.750000000  0.250000000      12
       1       1  -39.356067384  -49.496284064
       1       2  -18.720679932  -24.564861230
       1       3   -1.523840930   -5.211403361
       1       4   -1.002494832   -4.580016377
       1       5    0.077242492   -3.352126647
       1       6   11.913849545   14.067285826
       1       7   15.558624594   17.952226499
       1       8   19.166566433   21.779873580
       1       9   19.170775183   21.807852848
       1      10   28.615372333   30.877343868
       1      11   28.654244604   31.291154468
       1      12   28.701957985   31.123152787
  0.000000000  0.750000000  0.500000000      12
       1       1  -39.347067596  -49.507649317
       1       2  -18.615643701  -24.447425966
       1       3   -2.034415378   -5.776695242
       1       4   -0.838085887   -4.397701619
       1       5   -0.302525263   -3.796390547
       1       6   12.778871012   15.014615644
       1       7   15.599050172   18.045396117
       1       8   18.465280328   20.956348882
       1       9   19.275940496   22.003575606
       1      10   23.715690195   26.146295635
       1      11   32.536889246   35.187955995
       1      12   33.251485237   35.838323875
  0.000000000  0.750000000  0.750000000      12
       1       1  -39.376749930  -49.532262557
       1       2  -18.870816316  -24.737318666
       1       3   -1.099416951   -4.679911865
       1       4   -0.187276426   -3.655136698
       1       5   -0.187272456   -3.655132729
       1       6   11.257633144   13.377117425
       1       7   18.560622233   20.473795919
       1       8   19.452243175   21.953910562
       1       9   20.271455172   23.038647049
       1      10   20.271456639   23.038648516
       1      11   32.609787453   35.230772430
       1      12   32.609788718   35.230773696
  0.250000000  0.000000000 -0.000000000      12
       1       1  -39.387180747  -49.503212775
       1       2  -18.967689550  -24.846583883
       1       3   -1.038333239   -4.637826263
       1       4    0.196483568   -3.204789057
       1       5    0.196486545   -3.204786081
       1       6   10.205594378   12.161469650
       1       7   17.692183944   20.081856945
       1       8   20.240321187   22.841773623
       1       9   20.240322567   22.841775002
       1      10   26.635837887   29.162482251
       1      11   27.212405694   29.580960331
       1      12   27.212407885   29.580962521
  0.250000000  0.000000000  0.250000000      12
       1       1  -39.376749931  -49.530343479
       1       2  -18.870816322  -24.736596266
       1       3   -1.099417283   -4.669010922
       1       4   -0.187275556   -3.652519251
       1       5   -0.187272855   -3.652516551
       1       6   11.257633091   13.365733860
       1       7   18.560621577   20.476694153
       1       8   19.452242834   21.954397550
       1       9   20.271455498   23.031479776
       1      10   20.271456928   23.031481207
       1      11   32.609787830   35.224790891
       1      12   32.609788987   35.224792048
  0.250000000 -0.000000000  0.500000000      12
       1       1  -39.347067597  -49.507497700
       1       2  -18.615643706  -24.447422821
       1       3   -2.034415992   -5.774261345
       1       4   -0.838084272   -4.392611880
       1       5   -0.302526142   -3.795184626
       1       6   12.778871091   15.006522880
       1       7   15.599049173   18.045348126
       1       8   18.465280416   20.952845004
       1       9   19.275941734   21.999848043
       1      10   23.715689475   26.146752819
       1      11   32.536888403   35.187660718
       1      12   33.251485312   35.840716959
  0.250000000 -0.000000000  0.750000000      12
       1       1  -39.356067381  -49.495929604
       1       2  -18.720679956  -24.564566944
       1       3   -1.523839678   -5.211706454
       1       4   -1.002495198   -4.580463307
       1       5    0.077241532   -3.352453929
       1       6   11.913848804   14.067917319
       1       7   15.558624850   17.952412032
       1       8   19.166567729   21.779999150
       1       9   19.170774987   21.807954719
       1      10   28.615373238   30.877767140
       1      11   28.654243931   31.291346560
       1      12   28.701958127   31.122599784
  0.250000000  0.250000000  0.000000000      12
       1       1  -39.376749932  -49.531944529
       1       2  -18.870816317  -24.736429325
       1       3   -1.099414582   -4.668909772
       1       4   -0.187276580   -3.652543189
       1       5   -0.187274939   -3.652541548
       1       6   11.257633636   13.366007661
       1       7   18.560621859   20.476649540
       1       8   19.452244170   21.954449825
       1       9   20.271455053   23.031354893
       1      10   20.271455854   23.031355694
       1      11   32.609787556   35.224562226
       1      12   32.609788219   35.224562890
  0.250000000  0.250000000  0.250000000      12
       1       1  -39.387180749  -49.504504939
       1       2  -18.967689521  -24.846205207
       1       3   -1.038334242   -4.629919364
       1       4    0.196484672   -3.204010748
       1       5    0.196486356   -3.204009065
       1       6   10.205594979   12.158360113
       1       7   17.692183343   20.075909098
       1       8   20.240320097   22.843858146
       1       9   20.240323521   22.843861570
       1      10   26.635839340   29.160144846
       1      11   27.212405185   29.577860863
       1      12   27.212406660   29.577862338
  0.250000000  0.250000000  0.500000000      12
       1       1  -39.356067383  -49.495484412
       1       2  -18.720679937  -24.562977477
       1       3   -1.523841818   -5.206515573
       1       4   -1.002492296   -4.576307915
       1       5    0.077240707   -3.350797431
       1       6   11.913849206   14.064089220
       1       7   15.558625387   17.944905633
       1       8   19.166565564   21.776874228
       1       9   19.170775275   21.808594778
       1      10   28.615372995   30.875319581
       1      11   28.654245676   31.289608809
       1      12   28.701958528   31.127204213
  0.250000000  0.250000000  0.750000000      12
       1       1  -39.347067598  -49.507388545
       1       2  -18.615643715  -24.446709090
       1       3   -2.034413939   -5.775840431
       1       4   -0.838085790   -4.391394668
       1       5   -0.302526998   -3.793999049
       1       6   12.778871471   15.000530076
       1       7   15.599050027   18.049575993
       1       8   18.465280635   20.957879702
       1       9   19.275939907   21.993577318
       1      10   23.715689637   26.148213189
       1      11   32.536890588   35.184239951
       1      12   33.251484607   35.840968206
  0.250000000  0.500000000  0.000000000      12
       1       1  -39.347067596  -49.507600784
       1       2  -18.615643765  -24.446593335
       1       3   -2.034413340   -5.774136887
       1       4   -0.838084613   -4.392630191
       1       5   -0.302528595   -3.795255650
       1       6   12.778870617   15.006796777
       1       7   15.599049477   18.045243632
       1       8   18.465281214   20.952722177
       1       9   19.275940782   21.999830776
       1      10   23.715689690   26.146522000
       1      11   32.536890462   35.187740241
       1      12   33.251484223   35.840699414
  0.250000000  0.500000000  0.250000000      12
       1       1  -39.356067381  -49.495353542
       1       2  -18.720679974  -24.562638664
       1       3   -1.523839331   -5.206394957
       1       4   -1.002495208   -4.576347526
       1       5    0.077241286   -3.350783773
       1       6   11.913848777   14.064292873
       1       7   15.558624948   17.944714444
       1       8   19.166567356   21.776928941
       1       9   19.170774813   21.808551673
       1      10   28.615372596   30.875253601
       1      11   28.654244244   31.289516819
       1      12   28.701958449   31.127165634
  0.250000000  0.500000000  0.500000000      12
       1       1  -39.347067594  -49.508682561
       1       2  -18.615643745  -24.445934777
       1       3   -2.034414641   -5.772018559
       1       4   -0.838084124   -4.391955332
       1       5   -0.302527743   -3.795486944
       1       6   12.778870090   15.009745235
       1       7   15.599049883   18.040596564
       1       8   18.465281132   20.948282881
       1       9   19.275941714   22.004216644
       1      10   23.715689701   26.149058329
       1      11   32.536888873   35.189452819
       1      12   33.251485139   35.838044390
  0.250000000  0.500000000  0.750000000      12
       1       1  -39.338280464  -49.505287724
       1       2  -18.506880372  -24.335630040
       1       3   -1.749281558   -5.426913498
       1       4   -1.749279125   -5.426911064
       1       5   -0.466696772   -4.004900670
       1       6   14.821955880   17.294969507
       1       7   14.821957060   17.294970688
       1       8   17.158726930   19.615025653
       1       9   18.982836637   21.556265637
       1      10   27.071662090   29.580353295
       1      11   27.071663261   29.580354466
       1      12   33.601351548   36.362047244
  0.250000000  0.750000000  0.000000000      12
       1       1  -39.356067379  -49.496134513
       1       2  -18.720680017  -24.564733162
       1       3   -1.523839881   -5.211680677
       1       4   -1.002492328   -4.580445246
       1       5    0.077239032   -3.352552869
       1       6   11.913847721   14.067829721
       1       7   15.558625738   17.952591445
       1       8   19.166566772   21.779947495
       1       9   19.170775007   21.807919750
       1      10   28.615372404   30.877929740
       1      11   28.654245229   31.291549888
       1      12   28.701960463   31.122353616
  0.250000000  0.750000000  0.250000000      12
       1       1  -39.347067594  -49.507281721
       1       2  -18.615643757  -24.446908125
       1       3   -2.034414733   -5.775864987
       1       4   -0.838085150   -4.391363903
       1       5   -0.302526377   -3.793993970
       1       6   12.778870211   15.000460240
       1       7   15.599049948   18.049546360
       1       8   18.465280403   20.957927558
       1       9   19.275940994   21.993646871
       1      10   23.715690053   26.148315600
       1      11   32.536889083   35.184068700
       1      12   33.251486367   35.840886763
  0.250000000  0.750000000  0.500000000      12
       1       1  -39.338280464  -49.505203340
       1       2  -18.506880350  -24.334924461
       1       3   -1.749282737   -5.426901781
       1       4   -1.749280663   -5.426899707
       1       5   -0.466693788   -4.004869658
       1       6   14.821955452   17.294897103
       1       7   14.821956602   17.294898253
       1       8   17.158728455   19.615164316
       1       9   18.982836223   21.556284052
       1      10   27.071661935   29.580386934
       1      11   27.071662685   29.580387684
       1      12   33.601350331   36.361963792
  0.250000000  0.750000000  0.750000000      12
       1       1  -39.347067592  -49.506607686
       1       2  -18.615643777  -24.446031170
       1       3   -2.034413663   -5.777639584
       1       4   -0.838085068   -4.396794567
       1       5   -0.302527719   -3.797120283
       1       6   12.778868976   15.018588022
       1       7   15.599051038   18.041950230
       1       8   18.465281225   20.951800247
       1       9   19.275941380   22.009526319
       1      10   23.715689927   26.147110756
       1      11   32.536889261   35.190204056
       1      12   33.251486457   35.834719108
  0.500000000  0.000000000 -0.000000000      12
       1       1  -39.355087709  -49.559468537
       1       2  -18.747111651  -24.589316438
       1       3   -2.172933649   -5.989701734
       1       4    0.094871671   -3.336748365
       1       5    0.094874661   -3.336745375
       1       6   10.627232790   12.580714750
       1       7   16.470243408   19.156144848
       1       8   18.619329019   21.124945396
       1       9   18.619330489   21.124946865
       1      10   30.059403941   32.444001109
       1      11   30.557351534   33.213455500
       1      12   30.557353816   33.213457782
  0.500000000  0.000000000  0.250000000      12
       1       1  -39.347067592  -49.507540005
       1       2  -18.615643783  -24.447276959
